FindingID,ReviewID,Protocol,InterventionID,Intervention_Name,Comparison,OutcomeMeasureID,Outcome_Measure,Outcome_Domain,Period,Sample_Description,Is_Subgroup,Outcome_Sample_Size,Outcome_Measure_Intervention_Sample_Size,Outcome_Measure_Comparison_Sample_Size,Intervention_Clusters_Sample_Size,Comparison_Clusters_Sample_Size,Intervention_Mean,Comparison_Mean,Intervention_Standard_Deviation,Comparison_Standard_Deviation,Effect_Size_Study,Effect_Size_WWC,Improvement_Index,p_Value_Study,p_Value_WWC,ICC,Clusters_Total,Is_Statistically_Significant,Finding_Rating,ESSA_Rating,L1_Unit_of_Analysis,FavorableUnfavorableDesignation
43324,1908380,Effective Advising for Postsecondary Students,797,Linked Learning Communities,Business as usual,24297,Passed college-level composition,Academic achievement,1 Semester,Baltimore Community College,FALSE,1083,650,433,650,433,26.8,29.6,,,,-0.083805215,-3,,0.315627884,,,FALSE,1,,Student,
43449,1908091,Review of Individual Studies,1730,MindPlay Virtual Reading Coach,Business as usual,23153,Mindplay Virtual Reading Coach phonics assessment,Alphabetics,0 Days,Overall - Grade 2: MVRC vs. Instruction as usual,TRUE,94,49,45,2,2,0.94,5.58,1.19,1.14,,0.272116428,11,,0.597221264,0.2,,FALSE,2,,Student,
43450,1908091,Review of Individual Studies,1730,MindPlay Virtual Reading Coach,Other intervention,23151,Mindplay Virtual Reading Coach reading fluency assesment,Reading Fluency,0 Days,Overall - Grade 2: MVRC vs. alternative technology,TRUE,97,49,48,2,2,0.76,1.33,1.26,1.1,,0.360438341,14,,0.484504898,0.2,,FALSE,2,,Student,
43470,1908429,Transition to College,1517,Bottom Line,Business as usual,25889,Enrolled in any college for a second year,Progressing in College,0 Months,Overall - Cohort 1,TRUE,1429,995,434,995,434,87,79,,,,0.348927602,14,,0.000165389,,,TRUE,1,,Student,
43474,1908091,Review of Individual Studies,1730,MindPlay Virtual Reading Coach,Business as usual,23153,Mindplay Virtual Reading Coach phonics assessment,Alphabetics,0 Days,Overall - Grade 4: MVRC vs. Instruction as usual,TRUE,126,73,53,3,3,0.53,6.3,1.31,1.15,,0.135674133,5,,0.746201261,0.2,,FALSE,2,,Student,
43489,1908431,Assisting Students Struggling with Reading: Intervention in Grades 4-9,1448,Passport Reading Journeys,Business as usual,24507,Virginia Standards of Learning (SOL) English/Reading Assessment,Measures of general reading proficiency and English Language Arts,0 Days,Full sample. 7th and 8th grade students,FALSE,701,343,358,343,358,400.1,398.2,49.3,50,0.06,0.062359061,2,0.376,0.409952033,,,FALSE,1,,Student,
47555,1910677,Effective Advising for Postsecondary Students,1725,Academic Concept Mapping,Business as usual,1998,Semester GPA,Academic achievement,0 Days,Full sample,FALSE,258,131,127,6,6,3.008192528,2.12,0.91,0.92,,0.967923777,33,,0.001663038,,,TRUE,1,Evidence Tier 3,Student,
47653,1910741,Review of Individual Studies,1767,Mission HydroSci (MHS),Other intervention,24813,Water Systems Assessment (WSA),Earth/Space Sciences,0 Days,Full sample,FALSE,861,632,229,35,13,15.5,15.7,4.64,4.44,0.018,0.018293578,1,0.73,0.911711584,,,FALSE,1,,Student,
47675,1910750,Review of Individual Studies,1783,First Step Next (FSN),Business as usual,24915,"Systematic Screening for Behavior Disorders, ABI subscale",Student social functioning,0 Days,Full sample,FALSE,154,79,75,25,25,27.9,23.7,6.2,5.1,0.73,0.716863278,27,0.001,1.19044744141261E-05,,,TRUE,1,Evidence Tier 3,Student,
47679,1910750,Review of Individual Studies,1783,First Step Next (FSN),Business as usual,24919,"Systematic Screening for Behavior Disorders, ABS subscale",Compliant Student Behavior,0 Days,Full sample,FALSE,154,79,75,25,25,16.4,18.4,7.1,5.9,0.33,0.334558154,13,0.018,0.042378467,,,TRUE,1,Evidence Tier 3,Student,
47680,1910750,Review of Individual Studies,1783,First Step Next (FSN),Business as usual,24920,The Relational Aggression scale,Compliant Student Behavior,0 Days,Full sample,FALSE,154,79,75,25,25,10.1,12.3,5.4,6.4,0.41,0.404219542,16,0.005,0.011979314,,,TRUE,1,Evidence Tier 3,Student,
48118,1910804,Review of Individual Studies,2119,Classroom-Centered Intervention,Business as usual,1463,Comprehensive Test of Basic Skills (CTBS): Reading Comprehension subtest,Comprehension,0 Days,Overall - Male,TRUE,0,,,9,9,48.29,43.87,14.4,12.64,,,,0.01,,,,FALSE,2,,Student,
48147,1910690,Review of Individual Studies,2178,"Multitiered dual-language instruction – Spencer et al., (2020)",Business as usual,24800,CUBED Assessment: Narrative Language Measures (NLM) Listening- Spanish,English language proficiency,0 Days,Overall - Full sample,TRUE,80,42,38,12,13,10.09,7.08,6.35,6.06,0.48,0.479707988,18,0.02,0.037688153,0.02,,TRUE,1,,Student,
48150,1910690,Review of Individual Studies,2178,"Multitiered dual-language instruction – Spencer et al., (2020)",Business as usual,24807,Clinical Evaluation of Language Fundamentals: Preschool (CELF-P) Word Structure (WS) subtest- English ,English language proficiency,0 Days,Full sample,FALSE,81,43,38,12,13,6.18,4.4,4.76,3.76,0.41,0.40806018,16,0.07,0.072114755,0.09,,FALSE,1,,Student,
48177,1910818,Single Study Review,905,Big Brothers Big Sisters (BBBS),Business as usual,15877,Number of times skipped a day of school,Staying in School,18 Months,Full sample,FALSE,959,487,472,487,472,,,,,,,,0.01,,,,TRUE,1,,Student,
48194,1910692,Review of Individual Studies,1759,Early college—Edmunds et al. (2020),Business as usual,24973,Received a technical credential,College degree attainment (short-run),4 Years,Overall - Full sample,TRUE,1687,952,735,952,735,0.025,0.025001,,,,-2.42E-05,0,,0.999989735,,,FALSE,1,,Student,Favorable
48196,1910692,Review of Individual Studies,1759,Early college—Edmunds et al. (2020),Business as usual,21048,Received a Bachelor's degree,College degree attainment (short-run),4 Years,Overall - Full sample,TRUE,1687,952,735,952,735,0.167,0.128,,,,0.16135488,6,0.049,0.838074529,,,TRUE,1,,Student,Favorable
45459,1910541,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2058,Reading intervention (Stevens et al. (2020)),Business as usual,18164,Gates-MacGinitie Reading Tests (GMRT-4) reading comprehension subtest,Reading Comprehension,2 Weeks,Full sample,FALSE,61,30,31,30,31,81.62,83.48,9.24,9.99,-0.19,-0.188656659,-7,0.198,0.465205081,,,FALSE,1,,Student,
45460,1910541,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2058,Reading intervention (Stevens et al. (2020)),Business as usual,21640,Structure Identification and Main Idea Generation Test (SIMIG) - Main idea generation component,Reading Comprehension,2 Weeks,Full sample,FALSE,61,30,31,30,31,9.63,6.52,5.11,3.57,0.7,0.669401332,25,0.003,0.013569739,,,TRUE,1,Evidence Tier 3,Student,
45490,1908245,Assisting Students Struggling with Reading: Intervention in Grades 4-9,1131,Reading Apprenticeship Academic Literacy (RAAL),Business as usual,22742,Standardized State Test Score,Measures of general reading proficiency and English Language Arts,0 Days,Full sample: RAAL schools,FALSE,1053,603,450,603,450,0.125,-0.036,0.869,1.073,0.15,0.155901081,6,0.006,0.012991273,,,TRUE,1,Evidence Tier 1,Student,
45492,1908244,Assisting Students Struggling with Reading: Intervention in Grades 4-9,1077,Xtreme Reading,Business as usual,21692,Group Reading Assessment and Diagnostic Evaluation (GRADE): Comprehension subtest,Reading Comprehension,0 Days,Full sample: Xtreme Reading schools,FALSE,2329,1341,988,1341,988,90.57,90,10.44,10.24,0.05,0.057920757,2,0.165,0.168248482,,,FALSE,1,,Student,
45493,1908244,Assisting Students Struggling with Reading: Intervention in Grades 4-9,1077,Xtreme Reading,Business as usual,21693,Group Reading Assessment and Diagnostic Evaluation (GRADE): Vocabulary subtest,Reading vocabulary,0 Days,Full sample: Xtreme Reading schools,FALSE,2329,1341,988,1341,988,93.95,93.67,10.48,10.41,0.03,0.028697873,1,0.517,0.494225155,,,FALSE,1,,Student,
45496,1908243,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2076,Reading Apprentice Academic Literacy (RAAL) plus Extreme Reading,Business as usual,21692,Group Reading Assessment and Diagnostic Evaluation (GRADE): Comprehension subtest,Reading Comprehension,0 Days,Full sample,FALSE,4584,2672,1912,2672,1912,90.3,89.44,10.31,10.26,0.09,0.087456241,3,0.002,0.003785721,,,TRUE,1,Evidence Tier 1,Student,
45511,1910575,Assisting Students Struggling with Reading: Intervention in Grades 4-9,1409,Reading Intervention for Adolescents (RIA),Business as usual,23163,Gates-MacGinitie Reading Tests (GMRT-4) vocabulary subtest,Reading vocabulary,0 Days,Full sample Spring; 9th grade,FALSE,318,158,160,158,160,79.81,79.89,10.16,9.4,0,-0.03160597,-1,,0.778303093,,,FALSE,1,,Student,
45538,1910577,Assisting Students Struggling with Reading: Intervention in Grades 4-9,1330,Passport to Literacy,Business as usual,21573,Test of Word Reading Efficiency (TOWRE)- Sight Word Efficiency subtest,Word and pseudoword reading,2 Weeks,Full sample,FALSE,196,97,99,97,99,88.79,91.41,13.58,13.03,0.04,0.035188305,1,0.644,0.805719706,,,FALSE,1,,Student,
45539,1910577,Assisting Students Struggling with Reading: Intervention in Grades 4-9,1330,Passport to Literacy,Business as usual,21555,Oral Reading Fluency Rate: Dynamic Indicators of Basic Early Literacy Skills (DIBELS),Passage reading fluency-oral,2 Weeks,Full sample,FALSE,196,97,99,97,99,92.72,100.78,28.69,32.78,0.04,0.039426354,2,0.528,0.782883831,,,FALSE,1,,Student,
48337,1908445,Effective Advising for Postsecondary Students,1698,Future Connect,Business as usual,22870,Cumulative GPA,Academic achievement,2 Semesters,Full sample,FALSE,15898,1058,14840,1058,14840,2.5,2,1.069972,1.321976,,0.382616962,15,0.001,0,,,TRUE,2,Evidence Tier 3,Student,
48339,1908445,Effective Advising for Postsecondary Students,1698,Future Connect,Business as usual,22777,College Level Credits Earned: After 2 Semesters,Progressing in College,2 Semesters,Full sample,FALSE,15898,1058,14840,1058,14840,27,18,13.77923,14.92286,,0.606050438,23,0.001,0,,,TRUE,2,Evidence Tier 3,Student,
48426,1908108,Effective Advising for Postsecondary Students,257,Louisiana Opening Doors Program,Business as usual,24216,Number of regular credits earned,Progressing in College,0 Days,Full sample,FALSE,1019,505,514,505,514,3,2.1,4,3.8,,0.230575529,9,0.01,0.000289277,,,TRUE,1,Evidence Tier 1,Student,
48433,1910740,Review of Individual Studies,1761,Incredible Years Teacher Classroom Management (IY TCM),Business as usual,24702,Broad Mathematics (Woodcock Johnson III Tests of Achievement),General Mathematics Achievement,0 Days,Full sample,FALSE,1817,900,917,53,51,96.66,97.29,15.56,15.6,,0.018605676,1,0.71,0.848655212,,,FALSE,1,,Student,
48437,1910740,Review of Individual Studies,1761,Incredible Years Teacher Classroom Management (IY TCM),Business as usual,25029,Rate of observed aggression,Observed individual behavior,0 Days,Full sample,FALSE,1817,900,917,53,51,,0.007,0.06,0.46,,,,0.03,,,,TRUE,1,,Student,Unfavorable
48447,1910638,Assisting Students Struggling with Reading: Intervention in Grades 4-9,742,READ 180®,Business as usual,24641,New York State End-Of-Year Test in English Language Arts: Grade 8,Measures of general reading proficiency and English Language Arts,0 Days,Grade 8 proficiency level 2,FALSE,425,47,378,47,378,689,686,18,14,,0.206691954,8,,0.182901664,,,FALSE,2,,Student,
48450,1908108,Effective Advising for Postsecondary Students,257,Louisiana Opening Doors Program,Business as usual,24390,Cumulative - Number of regular credits earned,Progressing in College,5 Semesters,Overall - First 2 cohorts,TRUE,537,264,273,264,273,11.2,7.9,,,,,,0.01,,,,TRUE,1,,Student,
48455,1908108,Effective Advising for Postsecondary Students,257,Louisiana Opening Doors Program,Business as usual,24417,Number of courses passed,Progressing in College,1 Semester,Overall - First 2 cohorts,TRUE,537,264,273,264,273,1.1,0.8,,,,,,0.05,,,,TRUE,1,,Student,
48459,1908108,Effective Advising for Postsecondary Students,257,Louisiana Opening Doors Program,Business as usual,24220,"Term GPA, % with GPA 2.0 or greater",Academic achievement,0 Days,Overall - First 2 cohorts,TRUE,537,264,273,264,273,40.4,19.6,,,,0.61892395,23,0.01,4.22611238781734E-07,,,TRUE,1,,Student,
48475,1910845,Review of Individual Studies,1764,Enhanced Units (EU),Business as usual,24894,Biology - Unit 2 (Evolution),Life sciences,0 Days,Overall - Full sample,TRUE,368,170,198,9,9,75.08,73.1,22.03,22.54,0.09,0.088583504,4,0.686,0.390064635,,,FALSE,1,,Student,
48476,1910845,Review of Individual Studies,1764,Enhanced Units (EU),Business as usual,24895,Biology Unit 3 (Ecology),Life sciences,0 Days,Overall - Biology Full sample,TRUE,372,174,198,9,9,66.3,68.45,21.58,22.17,-0.1,-0.097991769,-4,0.604,0.336645852,,,FALSE,1,,Student,
43494,1908431,Assisting Students Struggling with Reading: Intervention in Grades 4-9,1448,Passport Reading Journeys,Business as usual,24505,"Gates-MacGinitie Reading Tests (GMRT): Total	",Measures of general reading proficiency and English Language Arts,0 Days,Overall - 7th grade students,TRUE,299,147,152,147,152,500.2,497,22.9,25.3,0.17,0.181733949,7,0.084,0.117992481,,,FALSE,1,,Student,
43498,1908431,Assisting Students Struggling with Reading: Intervention in Grades 4-9,1448,Passport Reading Journeys,Business as usual,24505,"Gates-MacGinitie Reading Tests (GMRT): Total	",Measures of general reading proficiency and English Language Arts,0 Days,Overall - 8th grade students,TRUE,269,132,137,132,137,507.8,509,21,20.6,-0.05,-0.047948167,-2,0.696,0.694573027,,,FALSE,1,,Student,
43501,1908431,Assisting Students Struggling with Reading: Intervention in Grades 4-9,1448,Passport Reading Journeys,Business as usual,23163,Gates-MacGinitie Reading Tests (GMRT-4) vocabulary subtest,Reading vocabulary,0 Days,Overall - 8th grade students,TRUE,277,137,140,137,140,507.8,507,25.2,23.7,0.05,0.048939132,2,0.677,0.684198797,,,FALSE,1,,Student,
43516,1908305,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2052,Reading intervention (Barth et al. (2016)),Business as usual,22961,Bridge-IT,Reading Comprehension,0 Days,Full sample,FALSE,129,79,50,79,50,4.54,4.48,1.78,1.57,0.04,0.040883546,2,,0.821399982,,,FALSE,2,,Student,
43520,1908305,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2052,Reading intervention (Barth et al. (2016)),Business as usual,22959,"Test of Listening Comprehension-Vocabulary and Semantics (Barth et al., 2016)",Listening comprehension,0 Days,Full sample,FALSE,121,75,46,75,46,97.96,99.67,13.02,13.29,-0.13,-0.129485015,-5,,0.491069641,,,FALSE,2,,Student,
43524,1908305,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2052,Reading intervention (Barth et al. (2016)),Business as usual,22960,"Test of Listening Comprehension-Understanding Messages (Barth et al., 2016)",Listening comprehension,0 Days,Full sample,FALSE,122,77,45,77,45,96.14,97.64,14.26,14.61,-0.04,-0.040745826,-2,,0.828475434,,,FALSE,2,,Student,
43525,1908305,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2052,Reading intervention (Barth et al. (2016)),Business as usual,21546,Passage Comprehension Subtest: Woodcock-Johnson Tests of Achievement III,Reading Comprehension,0 Days,Full sample,FALSE,127,79,48,79,48,90.08,91.19,12.71,8.9,-0.06,-0.055668818,-2,,0.761527376,,,FALSE,2,,Student,
43593,1908407,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2054,Reading intervention (Hall et al. (2019)),Accelerated Reader,22890,"CELF-5 metalinguistics, making inferences subtest",Listening comprehension,2 Weeks,Overall - English learners: inference instruction vs. BAU,TRUE,60,32,28,32,28,8.91,9.25,2.23,2.17,-0.02,-0.152380979,-6,0.72,0.558810187,,,FALSE,1,,Student,
43735,1908100,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2071,Reading intervention 3 (Calhoon et al. (2010)),Other intervention,21543,Letter-Word Identification Subtest: Woodcock-Johnson Tests of Achievement III,Word and pseudoword reading,0 Days,Integrated vs. Alternating,FALSE,59,30,29,3,3,87.63964458,84.06,7.73,9.85,-0.11,0.399802628,,,0.380894687,0.2,,FALSE,1,,Student,
48197,1910692,Review of Individual Studies,1759,Early college—Edmunds et al. (2020),Business as usual,24972,Attainment of any postsecondary credential by 6 years after completion of 12th grade,College degree attainment (long-run),6 Years,Full sample,FALSE,1687,952,735,952,735,0.443,0.33,,,,0.179078729,7,0.001,0.714633997,,,TRUE,1,Evidence Tier 1,Student,Favorable
48201,1910692,Review of Individual Studies,1759,Early college—Edmunds et al. (2020),Business as usual,25023,Earned only a technical credential,College degree attainment (long-run),6 Years,Overall - Full sample,TRUE,1687,952,735,952,735,0.019,0.01900001,,,,-3.19E-07,0,,1,,,FALSE,1,,Student,
48203,1910692,Review of Individual Studies,1759,Early college—Edmunds et al. (2020),Business as usual,25025,Earned only a Bachelor's degree,College degree attainment (long-run),6 Years,Overall - Full sample,TRUE,1687,952,735,952,735,0.096,0.202,,,,-0.451302694,-17,0.001,0.576107993,,,TRUE,1,,Student,
48205,1910692,Review of Individual Studies,1759,Early college—Edmunds et al. (2020),Business as usual,24979,Attainment of any postsecondary degree by 6 years after completion of 12th grade,College degree attainment (long-run),6 Years,Overall - Economically disadvantaged,TRUE,790,450,340,450,340,0.359,0.23,,,,0.270370759,11,0.049,0.746623556,,,TRUE,1,,Student,Favorable
48301,1908013,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2059,Reading intervention (Thames et al. (2008)),Business as usual,24760,Analytical Reading Inventory (ARI) Silent Narrative subtest - on grade level,Reading Comprehension,0 Days,Overall - Full sample,TRUE,57,27,30,27,30,44.06,19.83,20.67,27.38,,0.979896739,34,,0.000946416,,,TRUE,2,,Student,
48308,1908013,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2059,Reading intervention (Thames et al. (2008)),Business as usual,24765,Analytical Reading Inventory (ARI) Silent Expository subtest - below grade level,Reading Comprehension,0 Days,Full sample,FALSE,61,27,34,27,34,49.41,36.71,19.22,20.99,,0.6485876,24,0.01,0.017080308,,,TRUE,2,Evidence Tier 3,Student,Favorable
48340,1908445,Effective Advising for Postsecondary Students,1698,Future Connect,Business as usual,21653,College persistence - enrolled in higher education for another term,Progressing in College,1 Semester,Full sample,FALSE,16526,1060,15466,1060,15466,91,66,,,,1.000161093,34,0.001,0,,,TRUE,2,Evidence Tier 3,Student,
48342,1908445,Effective Advising for Postsecondary Students,1698,Future Connect,Business as usual,21615,College persistence - enrolled in higher education for another year,Progressing in College,2 Semesters,Overall - Full sample,TRUE,11023,1021,10002,1021,10002,77,66,,,,0.330290847,13,0.001,1.2367107338207E-11,,,TRUE,2,,Student,
48343,1908445,Effective Advising for Postsecondary Students,1698,Future Connect,Business as usual,21615,College persistence - enrolled in higher education for another year,Progressing in College,1 Year,Overall - Full sample,TRUE,15473,1055,14418,1055,14418,83,71,,,,0.418308942,16,0.001,6.32827124036339E-15,,,TRUE,2,,Student,
48407,1910852,Review of Individual Studies,1062,Building Assets Reducing Risks (BARR),Business as usual,783,Northwest Evaluation Association (NWEA) Measures of Academic Progress (MAP): Mathematics,General Mathematics Achievement,0 Days,Full sample - 10 schools,FALSE,2715,1173,1542,1173,1542,227.94,227.78,,,0.01,,0,0.688,0.796498329,,,FALSE,1,,Student,
48478,1910845,Review of Individual Studies,1764,Enhanced Units (EU),Business as usual,24900,History Unit 3 (Cold War),General social studies achievement ,0 Days,Overall - US History Full sample,TRUE,227,107,120,6,6,51.48,45.67,18.94,18.77,0.31,0.307189698,12,0.304,0.020608499,,,TRUE,1,,Student,
48492,1910804,Review of Individual Studies,2119,Classroom-Centered Intervention,Business as usual,1814,Comprehensive Test of Basic Skills (CTBS): Mathematics Computations and Concepts and Applications subscales,General Mathematics Achievement,0 Days,Full sample - Aggregated by WWC,FALSE,397,199,198,9,9,52.67,50.97,16.31,13.77,0.11,0.112393232,4,,0.274017348,,,FALSE,2,,Student,
48594,1910838,Supporting Postsecondary Success,1629,Growth Mindset,Business as usual,22974,College Enrollment Full Time - Fall Semester,College Enrollment,1 Semester,Overall - Hispanic or Latino,TRUE,193,96,97,96,97,97,97,,,-0.003,0,0,0.74,1,,,FALSE,1,,Student,
48612,1910895,Review of Individual Studies,1771,Urban Alliance High School Internship Program,Business as usual,24863,Attended 2-year college,College Enrollment,1 Semester,Overall - Full sample,TRUE,1043,700,343,700,343,10.7,13.3,,,-0.036,,-1,,0.585330339,,,FALSE,1,,Student,
48613,1910895,Review of Individual Studies,1771,Urban Alliance High School Internship Program,Business as usual,24864,Completed 1 year of college,Progressing in College,1 Year,Full sample,FALSE,1043,700,343,700,343,52.2,45.3,,,0.029,,1,,0.660254482,,,FALSE,1,,Student,
48628,1910842,Review of Individual Studies,1792,Early College Expansion Partnership,Business as usual,28952,High school credits received for college-level courses,Progressing in secondary school or adult education,0 Days,Full sample,FALSE,5146,2766,2380,14,15,3.74,3.73,2.68,3.22,0.003,0.003398455,0,0.987,0.984025827,,,FALSE,2,,Student,
48645,1910727,Review of Individual Studies,1181,Literacy Design Collaborative (LDC),Business as usual,24816,New York State Assessment: ELA ,General Literacy Achievement,0 Days,Aggregated sample,FALSE,8108,4054,4054,14,65,0.02,0,1,1,,0.019998149,1,,0.368650336,,,FALSE,2,,Student,
48646,1910842,Review of Individual Studies,1792,Early College Expansion Partnership,Business as usual,28951,College preparatory course success (taking and passing English I and Algebra I or higher),College Readiness,0 Days,Overall - Low performing students (9th grade),TRUE,9502,4972,4530,14,15,47.2,51.2,,,,-0.097038712,-4,0.066,0.635244726,,,FALSE,2,,Student,
48688,1910647,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2117,SpellRead PAT,Business as usual,21574,Test of Word Reading Efficiency (TOWRE)- Phonemic Decoding Efficiency subtest,Word and pseudoword reading,0 Days,P.A.T. v C5th Grade,FALSE,104,59,45,59,45,93,88.9,15,15,0.28,0.271318591,11,0.05,0.175345626,,,FALSE,2,,Student,
48692,1910647,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2117,SpellRead PAT,Business as usual,22824,Oral Reading Fluency Subtest: AIMSweb,Passage reading fluency-oral,0 Days,P.A.T v C5th Grade Sample,FALSE,104,59,45,59,45,100.6,97,47,47,0.08,0.076031157,3,,0.701763424,,,FALSE,2,,Student,
45573,1910584,Assisting Students Struggling with Reading: Intervention in Grades 4-9,1332,Comprehension Circuit Training (CCT),Business as usual,17559,Gray Oral Reading Test 5th Edition,Reading Comprehension,0 Days,Full sample,FALSE,195,94,101,9,7,28.39,27.67,4.57,5.33,,0.144065295,6,,0.58223051,0.2,,FALSE,1,,Student,
45574,1910584,Assisting Students Struggling with Reading: Intervention in Grades 4-9,1332,Comprehension Circuit Training (CCT),Business as usual,21573,Test of Word Reading Efficiency (TOWRE)- Sight Word Efficiency subtest,Word and pseudoword reading,0 Days,Full sample,FALSE,186,92,94,9,7,94.33730835,95.22,9.09,10.98,-0.04,-0.087128053,-3,0.152,0.740410708,0.2,,FALSE,1,,Student,
45684,1907888,English Language Learners,1846,Pathway to Academic Success (Pathway Project),Business as usual,27454,Researcher-developed Academic Writing Assessment,Writing Quality,0 Days,Overall - All students in grade 7 - Year 2,TRUE,323,152,171,152,171,6.765411979,5.18,1.75,1.98,1.13,0.843430245,30,,3.52362583555532E-12,,,TRUE,2,,Student,
45688,1907888,English Language Learners,1846,Pathway to Academic Success (Pathway Project),Business as usual,27454,Researcher-developed Academic Writing Assessment,Writing Quality,0 Days,Overall - All students in grade 11 - Year 2,TRUE,202,85,117,85,117,7.836302194,6.15,2.25,2.18,1.01,0.760281201,28,,6.04126258130222E-07,,,TRUE,2,,Student,
45706,1910587,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2062,"Reading intervention (Vaughn, Cirino, et al. (2010))",Business as usual,21543,Letter-Word Identification Subtest: Woodcock-Johnson Tests of Achievement III,Word and pseudoword reading,0 Days,Full sample,FALSE,301,195,106,195,106,96.06,94.35,11.4,12.1,0.15,0.146404939,6,0.054,0.226562277,,,FALSE,2,,Student,
45708,1910587,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2062,"Reading intervention (Vaughn, Cirino, et al. (2010))",Business as usual,25085,Texas Assessment of Knowledge and Skills (TAKS),Measures of general reading proficiency and English Language Arts,0 Days,Full sample,FALSE,282,176,106,176,106,2182.6,2150.7,171.8,174.6,0.18,0.184052641,7,0.167,0.136284136,,,FALSE,2,,Student,
45734,1906594,Postsecondary Career and Technical Education (CTE) Interventions,1194,Integrated Basic Education and Skills Training (I-BEST),Business as usual,20952,Earned Credential - A Licensing/Certification Body,"Industry-recognized credential, certificate, or license completion",18 Months,Overall - Full sample,TRUE,409,210,199,210,199,32,16.7,,,0.36,0.516178606,20,,0.000469971,,,TRUE,1,,Student,
45764,1910589,Assisting Students Struggling with Reading: Intervention in Grades 4-9,1448,Passport Reading Journeys,Business as usual,24526,The Integrated Louisiana Educational Assessment Program (iLEAP) - ELA Scaled Score,Measures of general reading proficiency and English Language Arts,0 Days,Full sample - 6th and 7th grade students,FALSE,1102,548,554,548,554,254.43,251.91,51.69,51.41,0.06,0.048851784,2,0.252,0.418170083,,,FALSE,1,,Student,
45772,1910589,Assisting Students Struggling with Reading: Intervention in Grades 4-9,1448,Passport Reading Journeys,Business as usual,24529,Integrated Louisiana Educational Assessment Program (iLEAP) - Reading scaled score,Measures of general reading proficiency and English Language Arts,0 Days,Overall - Full sample - 6th and 7th grade students,TRUE,1102,548,554,548,554,251.94,252.23,74.3,73.9,-0.005,-0.003897518,0,0.927,0.94846332,,,FALSE,1,,Student,
43747,1908438,Effective Advising for Postsecondary Students,1677,Fall Program for Freshmen,Business as usual,22898,Overall GPA,Academic achievement,6 Years,Full sample,FALSE,9901,1782,8119,1782,8119,3.387,3.41,0.25,0.38,,-0.063868087,-3,0.01,0.015220953,,,TRUE,2,,Student,
43759,1908436,Review of Individual Studies,1742,Content acquisition podcasts with explicit instruction and a keyword mnemonic strategy,Business as usual,24464,Open-ended instrument (researcher-developed),Comprehension,0 Days,Full sample,FALSE,141,70,71,70,71,55.08469593,29.27,24.85,17.81,,1.189022808,38,,1.28398502940996E-09,,,TRUE,1,Evidence Tier 3,Student,
43817,1908101,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2070,Reading intervention 1 (Calhoon et al. (2010)),Other intervention,22786,Oral reading fluency (ORF): Calhoon et al. (2010),Passage reading fluency-oral,0 Days,Additive vs. Integrated,FALSE,61,31,30,3,3,110.3087531,102.7,32.17,31.53,-0.12,0.235791597,9,,0.600188878,0.2,,FALSE,1,,Student,
43838,1908407,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2054,Reading intervention (Hall et al. (2019)),Accelerated Reader,22813,Stanford Achievement Test Math (SAT-10): Reading Vocabulary subtest,Reading vocabulary,2 Weeks,Full sample: inference instruction vs. BAU,FALSE,78,39,39,39,39,636.7137626,633.8,34.3,29.5,0.13,0.090181293,4,0.42,0.691725775,,,FALSE,1,,Student,
43840,1908407,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2054,Reading intervention (Hall et al. (2019)),Accelerated Reader,16864,Gates-MacGinitie Reading Tests (GMRT): Reading Comprehension subtest,Reading Comprehension,2 Weeks,Overall - English learners: inference instruction vs. BAU,TRUE,60,32,28,32,28,91.74,86.98,9.88,9.48,0.49,0.484556139,19,0.03,0.070037088,,,TRUE,1,,Student,
43842,1908407,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2054,Reading intervention (Hall et al. (2019)),Accelerated Reader,22813,Stanford Achievement Test Math (SAT-10): Reading Vocabulary subtest,Reading vocabulary,2 Weeks,Overall - English learners: inference instruction vs. BAU,TRUE,60,32,28,32,28,639.66,630.46,34.81,28.18,0.17,0.284695644,11,0.36,0.278190018,,,FALSE,1,,Student,
43966,1908333,Effective Advising for Postsecondary Students,824,Summer bridge programs,Business as usual,23102,Retention to next year of college,Progressing in College,1 Year,Full sample,FALSE,7770,386,7384,386,7384,94,96,,,-0.08,-0.258471113,-3,,0.5532727,,,TRUE,2,,Student,
